age,age_o,race,race_o,match
39,22,2,2,1
39,23,2,3,0
39,26,2,4,0
39,27,2,4,0
39,28,2,2,0
39,25,2,6,0
39,35,2,3,0
39,32,2,3,0
39,30,2,2,0
39,22,2,2,0
39,23,2,2,0
39,23,2,2,0
39,27,2,2,0
39,23,2,4,0
39,25,2,6,0
39,29,2,2,1
39,29,2,2,0
28,34,2,2,0
28,22,2,2,1
28,23,2,3,0
28,26,2,4,0
28,27,2,4,0
28,28,2,2,1
28,25,2,6,1
28,35,2,3,1
28,32,2,3,0
28,30,2,2,0
28,22,2,2,0
28,23,2,2,1
28,23,2,2,0
28,27,2,2,1
28,23,2,4,0
28,25,2,6,1
28,29,2,2,1
28,29,2,2,0
30,34,6,2,0
30,22,6,2,0
30,23,6,3,0
30,26,6,4,0
30,27,6,4,0
30,28,6,2,0
30,25,6,6,0
30,35,6,3,0
30,32,6,3,0
30,30,6,2,0
30,22,6,2,1
30,23,6,2,0
30,23,6,2,0
30,27,6,2,0
30,23,6,4,0
30,25,6,6,0
30,29,6,2,0
30,29,6,2,1
22,34,4,2,0
22,22,4,2,0
22,23,4,3,0
22,26,4,4,0
22,27,4,4,0
22,28,4,2,0
22,25,4,6,0
22,35,4,3,0
22,32,4,3,0
22,30,4,2,0
22,22,4,2,0
22,23,4,2,0
22,23,4,2,0
22,27,4,2,0
22,23,4,4,0
22,25,4,6,0
22,29,4,2,0
22,29,4,2,0
32,34,2,2,0
32,22,2,2,0
32,23,2,3,0
32,26,2,4,0
32,27,2,4,1
32,28,2,2,0
32,25,2,6,0
32,35,2,3,0
32,32,2,3,0
32,30,2,2,0
32,22,2,2,0
32,23,2,2,0
32,23,2,2,0
32,27,2,2,0
32,23,2,4,0
32,25,2,6,0
32,29,2,2,0
32,29,2,2,0
26,34,2,2,0
26,22,2,2,0
26,23,2,3,0
26,26,2,4,0
26,27,2,4,0
26,28,2,2,0
26,25,2,6,0
26,35,2,3,0
26,32,2,3,0
26,30,2,2,0
26,22,2,2,0
26,23,2,2,0
26,23,2,2,0
26,27,2,2,0
26,23,2,4,0
26,25,2,6,1
26,29,2,2,0
26,29,2,2,0
27,34,2,2,0
27,22,2,2,0
27,23,2,3,0
27,26,2,4,1
27,27,2,4,0
27,28,2,2,1
27,25,2,6,0
27,35,2,3,0
27,32,2,3,0
27,30,2,2,0
27,22,2,2,1
27,23,2,2,0
27,23,2,2,0
27,27,2,2,1
27,23,2,4,0
27,25,2,6,0
27,29,2,2,0
27,29,2,2,1
25,34,1,2,1
25,22,1,2,1
25,23,1,3,0
25,26,1,4,0
25,27,1,4,1
25,28,1,2,0
25,25,1,6,1
25,35,1,3,0
25,32,1,3,1
25,30,1,2,0
25,22,1,2,1
25,23,1,2,0
25,23,1,2,0
25,27,1,2,0
25,23,1,4,0
25,25,1,6,1
25,29,1,2,1
25,29,1,2,0
22,34,3,2,0
22,22,3,2,0
22,23,3,3,1
22,26,3,4,0
22,27,3,4,0
22,28,3,2,0
22,25,3,6,0
22,35,3,3,0
22,32,3,3,0
22,30,3,2,0
22,22,3,2,0
22,23,3,2,0
22,23,3,2,0
22,27,3,2,0
22,23,3,4,0
22,25,3,6,1
22,29,3,2,0
22,29,3,2,0
21,34,2,2,1
21,22,2,2,1
21,23,2,3,1
21,26,2,4,1
21,27,2,4,0
21,28,2,2,0
21,25,2,6,1
21,35,2,3,1
21,32,2,3,0
21,30,2,2,1
21,22,2,2,1
21,23,2,2,1
21,23,2,2,0
21,27,2,2,0
21,23,2,4,0
21,25,2,6,1
21,29,2,2,1
21,29,2,2,0
24,34,2,2,0
24,22,2,2,0
24,23,2,3,0
24,26,2,4,1
24,27,2,4,0
24,28,2,2,1
24,25,2,6,0
24,35,2,3,0
24,32,2,3,1
24,30,2,2,0
24,22,2,2,1
24,23,2,2,0
24,23,2,2,0
24,27,2,2,0
24,23,2,4,0
24,25,2,6,0
24,29,2,2,0
24,29,2,2,0
25,34,4,2,1
25,22,4,2,0
25,23,4,3,1
25,26,4,4,0
25,27,4,4,1
25,28,4,2,0
25,25,4,6,1
25,35,4,3,0
25,32,4,3,0
25,30,4,2,0
25,22,4,2,1
25,23,4,2,0
25,23,4,2,0
25,27,4,2,0
25,23,4,4,1
25,25,4,6,1
25,29,4,2,1
25,29,4,2,0
28,34,2,2,1
28,22,2,2,0
28,23,2,3,0
28,26,2,4,0
28,27,2,4,0
28,28,2,2,0
28,25,2,6,0
28,35,2,3,0
28,32,2,3,0
28,30,2,2,0
28,22,2,2,1
28,23,2,2,0
28,23,2,2,0
28,27,2,2,0
28,23,2,4,0
28,25,2,6,1
28,29,2,2,1
28,29,2,2,0
27,34,4,2,0
27,22,4,2,0
27,23,4,3,0
27,26,4,4,0
27,27,4,4,0
27,28,4,2,0
27,25,4,6,0
27,35,4,3,0
27,32,4,3,0
27,30,4,2,0
27,22,4,2,0
27,23,4,2,0
27,23,4,2,0
27,27,4,2,0
27,23,4,4,0
27,25,4,6,0
27,29,4,2,0
27,29,4,2,0
20,22,6,6,1
20,18,6,4,0
20,22,6,4,0
20,21,6,2,1
20,22,6,2,1
20,22,6,2,1
20,21,6,2,1
20,,6,2,1
20,20,6,4,0
20,19,6,4,0
21,22,2,6,0
21,18,2,4,0
21,22,2,4,0
21,21,2,2,1
21,22,2,2,1
21,22,2,2,0
21,21,2,2,1
21,,2,2,0
21,20,2,4,0
21,19,2,4,0
20,22,1,6,0
20,18,1,4,0
20,22,1,4,0
20,21,1,2,0
20,22,1,2,0
20,22,1,2,0
20,21,1,2,1
20,,1,2,0
20,20,1,4,0
20,19,1,4,0
21,22,2,6,0
21,18,2,4,0
21,22,2,4,0
21,21,2,2,1
21,22,2,2,0
21,22,2,2,1
21,21,2,2,1
21,,2,2,0
21,20,2,4,0
21,19,2,4,0
21,22,2,6,1
21,18,2,4,0
21,22,2,4,0
21,21,2,2,1
21,22,2,2,0
21,22,2,2,1
21,21,2,2,0
21,,2,2,1
21,20,2,4,0
21,19,2,4,0
21,22,2,6,0
21,18,2,4,0
21,22,2,4,0
21,21,2,2,1
21,22,2,2,0
21,22,2,2,0
21,21,2,2,0
21,,2,2,0
21,20,2,4,0
21,19,2,4,0
19,22,3,6,0
19,18,3,4,0
19,22,3,4,0
19,21,3,2,1
19,22,3,2,0
19,22,3,2,1
19,21,3,2,1
19,,3,2,1
19,20,3,4,1
19,19,3,4,0
20,22,3,6,1
20,18,3,4,0
20,22,3,4,0
20,21,3,2,1
20,22,3,2,0
20,22,3,2,0
20,21,3,2,1
20,,3,2,0
20,20,3,4,1
20,19,3,4,0
21,22,2,6,0
21,18,2,4,0
21,22,2,4,0
21,21,2,2,0
21,22,2,2,0
21,22,2,2,0
21,21,2,2,0
21,,2,2,0
21,20,2,4,0
21,19,2,4,0
22,20,6,6,1
22,21,6,2,0
22,20,6,1,0
22,21,6,2,0
22,21,6,2,1
22,21,6,2,0
22,19,6,3,0
22,20,6,3,1
22,21,6,2,0
22,,6,,0
18,20,4,6,0
18,21,4,2,0
18,20,4,1,0
18,21,4,2,0
18,21,4,2,0
18,21,4,2,0
18,19,4,3,0
18,20,4,3,0
18,21,4,2,0
18,,4,,0
22,20,4,6,0
22,21,4,2,0
22,20,4,1,0
22,21,4,2,0
22,21,4,2,0
22,21,4,2,0
22,19,4,3,0
22,20,4,3,0
22,21,4,2,0
22,,4,,0
21,20,2,6,1
21,21,2,2,1
21,20,2,1,0
21,21,2,2,1
21,21,2,2,1
21,21,2,2,1
21,19,2,3,1
21,20,2,3,1
21,21,2,2,0
21,,2,,0
22,20,2,6,1
22,21,2,2,1
22,20,2,1,0
22,21,2,2,0
22,21,2,2,0
22,21,2,2,0
22,19,2,3,0
22,20,2,3,0
22,21,2,2,0
22,,2,,0
22,20,2,6,1
22,21,2,2,0
22,20,2,1,0
22,21,2,2,1
22,21,2,2,1
22,21,2,2,0
22,19,2,3,1
22,20,2,3,0
22,21,2,2,0
22,,2,,0
21,20,2,6,1
21,21,2,2,1
21,20,2,1,1
21,21,2,2,1
21,21,2,2,0
21,21,2,2,0
21,19,2,3,1
21,20,2,3,1
21,21,2,2,0
21,,2,,0
,20,2,6,1
,21,2,2,0
,20,2,1,0
,21,2,2,0
,21,2,2,1
,21,2,2,0
,19,2,3,1
,20,2,3,0
,21,2,2,0
,,2,,0
20,20,4,6,0
20,21,4,2,0
20,20,4,1,0
20,21,4,2,0
20,21,4,2,0
20,21,4,2,0
20,19,4,3,1
20,20,4,3,1
20,21,4,2,0
20,,4,,0
19,20,4,6,0
19,21,4,2,0
19,20,4,1,0
19,21,4,2,0
19,21,4,2,0
19,21,4,2,0
19,19,4,3,0
19,20,4,3,0
19,21,4,2,0
19,,4,,0
27,26,2,4,0
27,32,2,2,0
27,37,2,4,0
27,29,2,2,1
27,28,2,3,0
24,26,4,4,0
24,32,4,2,0
24,37,4,4,0
24,29,4,2,0
24,28,4,3,0
23,26,2,4,1
23,32,2,2,0
23,37,2,4,0
23,29,2,2,0
23,28,2,3,0
26,26,2,4,0
26,32,2,2,0
26,37,2,4,0
26,29,2,2,1
26,28,2,3,1
,26,,4,0
,32,,2,1
,37,,4,0
,29,,2,0
,28,,3,0
26,27,4,2,0
26,24,4,4,0
26,23,4,2,1
26,26,4,2,0
26,,4,,0
32,27,2,2,0
32,24,2,4,0
32,23,2,2,0
32,26,2,2,0
32,,2,,1
37,27,4,2,0
37,24,4,4,0
37,23,4,2,0
37,26,4,2,0
37,,4,,0
29,27,2,2,1
29,24,2,4,0
29,23,2,2,0
29,26,2,2,1
29,,2,,0
28,27,3,2,0
28,24,3,4,0
28,23,3,2,0
28,26,3,2,1
28,,3,,0
24,23,2,2,0
24,28,2,2,1
24,29,2,1,0
24,22,2,2,0
24,27,2,4,0
24,26,2,2,0
24,27,2,2,0
24,30,2,2,0
24,26,2,6,0
24,23,2,2,1
24,23,2,4,1
24,28,2,2,1
24,28,2,4,0
24,29,2,2,1
24,27,2,2,1
24,22,2,2,1
33,23,2,2,0
33,28,2,2,0
33,29,2,1,0
33,22,2,2,0
33,27,2,4,0
33,26,2,2,0
33,27,2,2,0
33,30,2,2,0
33,26,2,6,0
33,23,2,2,0
33,23,2,4,0
33,28,2,2,0
33,28,2,4,0
33,29,2,2,0
33,27,2,2,0
33,22,2,2,0
23,23,2,2,0
23,28,2,2,0
23,29,2,1,0
23,22,2,2,0
23,27,2,4,1
23,26,2,2,0
23,27,2,2,0
23,30,2,2,0
23,26,2,6,0
23,23,2,2,0
23,23,2,4,0
23,28,2,2,0
23,28,2,4,0
23,29,2,2,0
23,27,2,2,0
23,22,2,2,0
24,23,2,2,0
24,28,2,2,0
24,29,2,1,0
24,22,2,2,0
24,27,2,4,0
24,26,2,2,0
24,27,2,2,0
24,30,2,2,0
24,26,2,6,0
24,23,2,2,0
24,23,2,4,0
24,28,2,2,0
24,28,2,4,0
24,29,2,2,0
24,27,2,2,0
24,22,2,2,0
36,23,2,2,0
36,28,2,2,0
36,29,2,1,0
36,22,2,2,0
36,27,2,4,0
36,26,2,2,0
36,27,2,2,1
36,30,2,2,0
36,26,2,6,0
36,23,2,2,0
36,23,2,4,0
36,28,2,2,0
36,28,2,4,0
36,29,2,2,0
36,27,2,2,0
36,22,2,2,0
26,23,4,2,0
26,28,4,2,0
26,29,4,1,1
26,22,4,2,0
26,27,4,4,0
26,26,4,2,0
26,27,4,2,0
26,30,4,2,1
26,26,4,6,1
26,23,4,2,0
26,23,4,4,0
26,28,4,2,1
26,28,4,4,0
26,29,4,2,0
26,27,4,2,1
26,22,4,2,0
27,23,4,2,0
27,28,4,2,0
27,29,4,1,0
27,22,4,2,0
27,27,4,4,0
27,26,4,2,0
27,27,4,2,0
27,30,4,2,0
27,26,4,6,0
27,23,4,2,0
27,23,4,4,0
27,28,4,2,1
27,28,4,4,0
27,29,4,2,0
27,27,4,2,0
27,22,4,2,0
28,23,2,2,0
28,28,2,2,0
28,29,2,1,1
28,22,2,2,0
28,27,2,4,0
28,26,2,2,0
28,27,2,2,0
28,30,2,2,0
28,26,2,6,1
28,23,2,2,0
28,23,2,4,0
28,28,2,2,0
28,28,2,4,0
28,29,2,2,1
28,27,2,2,1
28,22,2,2,1
31,23,2,2,0
31,28,2,2,0
31,29,2,1,0
31,22,2,2,0
31,27,2,4,0
31,26,2,2,0
31,27,2,2,0
31,30,2,2,1
31,26,2,6,0
31,23,2,2,1
31,23,2,4,0
31,28,2,2,0
31,28,2,4,0
31,29,2,2,0
31,27,2,2,0
31,22,2,2,0
28,23,2,2,0
28,28,2,2,0
28,29,2,1,0
28,22,2,2,0
28,27,2,4,1
28,26,2,2,0
28,27,2,2,0
28,30,2,2,0
28,26,2,6,0
28,23,2,2,0
28,23,2,4,0
28,28,2,2,0
28,28,2,4,0
28,29,2,2,0
28,27,2,2,0
28,22,2,2,1
27,23,4,2,0
27,28,4,2,0
27,29,4,1,0
27,22,4,2,0
27,27,4,4,0
27,26,4,2,0
27,27,4,2,1
27,30,4,2,1
27,26,4,6,0
27,23,4,2,1
27,23,4,4,0
27,28,4,2,0
27,28,4,4,0
27,29,4,2,0
27,27,4,2,0
27,22,4,2,0
28,23,4,2,0
28,28,4,2,1
28,29,4,1,0
28,22,4,2,0
28,27,4,4,0
28,26,4,2,1
28,27,4,2,0
28,30,4,2,0
28,26,4,6,0
28,23,4,2,0
28,23,4,4,0
28,28,4,2,0
28,28,4,4,0
28,29,4,2,1
28,27,4,2,0
28,22,4,2,0
27,23,2,2,0
27,28,2,2,0
27,29,2,1,0
27,22,2,2,1
27,27,2,4,0
27,26,2,2,1
27,27,2,2,0
27,30,2,2,0
27,26,2,6,1
27,23,2,2,0
27,23,2,4,0
27,28,2,2,1
27,28,2,4,0
27,29,2,2,1
27,27,2,2,1
27,22,2,2,1
27,23,2,2,0
27,28,2,2,0
27,29,2,1,0
27,22,2,2,1
27,27,2,4,0
27,26,2,2,0
27,27,2,2,0
27,30,2,2,0
27,26,2,6,0
27,23,2,2,0
27,23,2,4,0
27,28,2,2,0
27,28,2,4,0
27,29,2,2,0
27,27,2,2,0
27,22,2,2,0
30,23,1,2,0
30,28,1,2,0
30,29,1,1,1
30,22,1,2,0
30,27,1,4,0
30,26,1,2,1
30,27,1,2,0
30,30,1,2,0
30,26,1,6,0
30,23,1,2,0
30,23,1,4,0
30,28,1,2,0
30,28,1,4,0
30,29,1,2,0
30,27,1,2,1
30,22,1,2,1
28,23,4,2,0
28,28,4,2,0
28,29,4,1,0
28,22,4,2,0
28,27,4,4,0
28,26,4,2,0
28,27,4,2,0
28,30,4,2,0
28,26,4,6,0
28,23,4,2,0
28,23,4,4,0
28,28,4,2,1
28,28,4,4,0
28,29,4,2,0
28,27,4,2,0
28,22,4,2,0
23,24,2,2,0
23,33,2,2,0
23,23,2,2,0
23,24,2,2,0
23,36,2,2,0
23,26,2,4,0
23,27,2,4,0
23,28,2,2,0
23,31,2,2,0
23,28,2,2,0
23,27,2,4,0
23,28,2,4,0
23,27,2,2,0
23,27,2,2,0
23,30,2,1,0
23,28,2,4,0
28,24,2,2,1
28,33,2,2,0
28,23,2,2,0
28,24,2,2,0
28,36,2,2,0
28,26,2,4,0
28,27,2,4,0
28,28,2,2,0
28,31,2,2,0
28,28,2,2,0
28,27,2,4,0
28,28,2,4,1
28,27,2,2,0
28,27,2,2,0
28,30,2,1,0
28,28,2,4,0
29,24,1,2,0
29,33,1,2,0
29,23,1,2,0
29,24,1,2,0
29,36,1,2,0
29,26,1,4,1
29,27,1,4,0
29,28,1,2,1
29,31,1,2,0
29,28,1,2,0
29,27,1,4,0
29,28,1,4,0
29,27,1,2,0
29,27,1,2,0
29,30,1,1,1
29,28,1,4,0
22,24,2,2,0
22,33,2,2,0
22,23,2,2,0
22,24,2,2,0
22,36,2,2,0
22,26,2,4,0
22,27,2,4,0
22,28,2,2,0
22,31,2,2,0
22,28,2,2,0
22,27,2,4,0
22,28,2,4,0
22,27,2,2,1
22,27,2,2,1
22,30,2,1,0
22,28,2,4,0
27,24,4,2,0
27,33,4,2,0
27,23,4,2,1
27,24,4,2,0
27,36,4,2,0
27,26,4,4,0
27,27,4,4,0
27,28,4,2,0
27,31,4,2,0
27,28,4,2,1
27,27,4,4,0
27,28,4,4,0
27,27,4,2,0
27,27,4,2,0
27,30,4,1,0
27,28,4,4,0
26,24,2,2,0
26,33,2,2,0
26,23,2,2,0
26,24,2,2,0
26,36,2,2,0
26,26,2,4,0
26,27,2,4,0
26,28,2,2,0
26,31,2,2,0
26,28,2,2,0
26,27,2,4,0
26,28,2,4,1
26,27,2,2,1
26,27,2,2,0
26,30,2,1,1
26,28,2,4,0
27,24,2,2,0
27,33,2,2,0
27,23,2,2,0
27,24,2,2,0
27,36,2,2,1
27,26,2,4,0
27,27,2,4,0
27,28,2,2,0
27,31,2,2,0
27,28,2,2,0
27,27,2,4,1
27,28,2,4,0
27,27,2,2,0
27,27,2,2,0
27,30,2,1,0
27,28,2,4,0
30,24,2,2,0
30,33,2,2,0
30,23,2,2,0
30,24,2,2,0
30,36,2,2,0
30,26,2,4,1
30,27,2,4,0
30,28,2,2,0
30,31,2,2,1
30,28,2,2,0
30,27,2,4,1
30,28,2,4,0
30,27,2,2,0
30,27,2,2,0
30,30,2,1,0
30,28,2,4,0
26,24,6,2,0
26,33,6,2,0
26,23,6,2,0
26,24,6,2,0
26,36,6,2,0
26,26,6,4,1
26,27,6,4,0
26,28,6,2,1
26,31,6,2,0
26,28,6,2,0
26,27,6,4,0
26,28,6,4,0
26,27,6,2,1
26,27,6,2,0
26,30,6,1,0
26,28,6,4,0
23,24,2,2,1
23,33,2,2,0
23,23,2,2,0
23,24,2,2,0
23,36,2,2,0
23,26,2,4,0
23,27,2,4,0
23,28,2,2,0
23,31,2,2,1
23,28,2,2,0
23,27,2,4,1
23,28,2,4,0
23,27,2,2,0
23,27,2,2,0
23,30,2,1,0
23,28,2,4,0
23,24,4,2,1
23,33,4,2,0
23,23,4,2,0
23,24,4,2,0
23,36,4,2,0
23,26,4,4,0
23,27,4,4,0
23,28,4,2,0
23,31,4,2,0
23,28,4,2,0
23,27,4,4,0
23,28,4,4,0
23,27,4,2,0
23,27,4,2,0
23,30,4,1,0
23,28,4,4,0
28,24,2,2,1
28,33,2,2,0
28,23,2,2,0
28,24,2,2,0
28,36,2,2,0
28,26,2,4,1
28,27,2,4,1
28,28,2,2,0
28,31,2,2,0
28,28,2,2,0
28,27,2,4,0
28,28,2,4,0
28,27,2,2,1
28,27,2,2,0
28,30,2,1,0
28,28,2,4,1
28,24,4,2,0
28,33,4,2,0
28,23,4,2,0
28,24,4,2,0
28,36,4,2,0
28,26,4,4,0
28,27,4,4,0
28,28,4,2,0
28,31,4,2,0
28,28,4,2,0
28,27,4,4,0
28,28,4,4,0
28,27,4,2,0
28,27,4,2,0
28,30,4,1,0
28,28,4,4,0
29,24,2,2,1
29,33,2,2,0
29,23,2,2,0
29,24,2,2,0
29,36,2,2,0
29,26,2,4,0
29,27,2,4,0
29,28,2,2,1
29,31,2,2,0
29,28,2,2,0
29,27,2,4,0
29,28,2,4,1
29,27,2,2,1
29,27,2,2,0
29,30,2,1,0
29,28,2,4,0
27,24,2,2,1
27,33,2,2,0
27,23,2,2,0
27,24,2,2,0
27,36,2,2,0
27,26,2,4,1
27,27,2,4,0
27,28,2,2,1
27,31,2,2,0
27,28,2,2,0
27,27,2,4,0
27,28,2,4,0
27,27,2,2,1
27,27,2,2,0
27,30,2,1,1
27,28,2,4,0
22,24,2,2,1
22,33,2,2,0
22,23,2,2,0
22,24,2,2,0
22,36,2,2,0
22,26,2,4,0
22,27,2,4,0
22,28,2,2,1
22,31,2,2,0
22,28,2,2,1
22,27,2,4,0
22,28,2,4,0
22,27,2,2,1
22,27,2,2,0
22,30,2,1,1
22,28,2,4,0
29,34,4,2,1
29,25,4,4,0
29,24,4,4,0
29,26,4,2,1
29,21,4,2,0
29,27,4,6,0
29,25,4,2,0
29,28,4,2,0
29,24,4,2,0
29,25,4,4,0
23,34,6,2,0
23,25,6,4,0
23,24,6,4,0
23,26,6,2,0
23,21,6,2,1
23,27,6,6,0
23,25,6,2,1
23,28,6,2,0
23,24,6,2,0
23,25,6,4,1
28,34,4,2,1
28,25,4,4,0
28,24,4,4,1
28,26,4,2,0
28,21,4,2,0
28,27,4,6,0
28,25,4,2,0
28,28,4,2,1
28,24,4,2,0
28,25,4,4,0
22,34,2,2,0
22,25,2,4,0
22,24,2,4,0
22,26,2,2,0
22,21,2,2,0
22,27,2,6,0
22,25,2,2,0
22,28,2,2,0
22,24,2,2,0
22,25,2,4,0
35,34,4,2,0
35,25,4,4,0
35,24,4,4,1
35,26,4,2,0
35,21,4,2,0
35,27,4,6,0
35,25,4,2,0
35,28,4,2,0
35,24,4,2,0
35,25,4,4,0
30,34,3,2,0
30,25,3,4,0
30,24,3,4,0
30,26,3,2,0
30,21,3,2,0
30,27,3,6,0
30,25,3,2,1
30,28,3,2,0
30,24,3,2,0
30,25,3,4,0
24,34,4,2,1
24,25,4,4,0
24,24,4,4,0
24,26,4,2,0
24,21,4,2,0
24,27,4,6,0
24,25,4,2,0
24,28,4,2,0
24,24,4,2,1
24,25,4,4,0
22,34,1,2,0
22,25,1,4,1
22,24,1,4,1
22,26,1,2,0
22,21,1,2,0
22,27,1,6,0
22,25,1,2,1
22,28,1,2,1
22,24,1,2,0
22,25,1,4,1
22,34,1,2,0
22,25,1,4,0
22,24,1,4,0
22,26,1,2,0
22,21,1,2,0
22,27,1,6,0
22,25,1,2,0
22,28,1,2,0
22,24,1,2,0
22,25,1,4,0
24,34,2,2,1
24,25,2,4,0
24,24,2,4,0
24,26,2,2,0
24,21,2,2,0
24,27,2,6,0
24,25,2,2,0
24,28,2,2,0
24,24,2,2,0
24,25,2,4,0
34,29,2,4,1
34,23,2,6,0
34,28,2,4,1
34,22,2,2,0
34,35,2,4,0
34,30,2,3,0
34,24,2,4,1
34,22,2,1,0
34,22,2,1,0
34,24,2,2,1
25,29,4,4,0
25,23,4,6,0
25,28,4,4,0
25,22,4,2,0
25,35,4,4,0
25,30,4,3,0
25,24,4,4,0
25,22,4,1,1
25,22,4,1,0
25,24,4,2,0
24,29,4,4,0
24,23,4,6,0
24,28,4,4,1
24,22,4,2,0
24,35,4,4,1
24,30,4,3,0
24,24,4,4,0
24,22,4,1,1
24,22,4,1,0
24,24,4,2,0
26,29,2,4,1
26,23,2,6,0
26,28,2,4,0
26,22,2,2,0
26,35,2,4,0
26,30,2,3,0
26,24,2,4,0
26,22,2,1,0
26,22,2,1,0
26,24,2,2,0
21,29,2,4,0
21,23,2,6,1
21,28,2,4,0
21,22,2,2,0
21,35,2,4,0
21,30,2,3,0
21,24,2,4,0
21,22,2,1,0
21,22,2,1,0
21,24,2,2,0
27,29,6,4,0
27,23,6,6,0
27,28,6,4,0
27,22,6,2,0
27,35,6,4,0
27,30,6,3,0
27,24,6,4,0
27,22,6,1,0
27,22,6,1,0
27,24,6,2,0
25,29,2,4,0
25,23,2,6,1
25,28,2,4,0
25,22,2,2,0
25,35,2,4,0
25,30,2,3,1
25,24,2,4,0
25,22,2,1,1
25,22,2,1,0
25,24,2,2,0
28,29,2,4,0
28,23,2,6,0
28,28,2,4,1
28,22,2,2,0
28,35,2,4,0
28,30,2,3,0
28,24,2,4,0
28,22,2,1,1
28,22,2,1,0
28,24,2,2,0
24,29,2,4,0
24,23,2,6,0
24,28,2,4,0
24,22,2,2,0
24,35,2,4,0
24,30,2,3,0
24,24,2,4,1
24,22,2,1,0
24,22,2,1,0
24,24,2,2,0
25,29,4,4,0
25,23,4,6,1
25,28,4,4,0
25,22,4,2,0
25,35,4,4,0
25,30,4,3,0
25,24,4,4,0
25,22,4,1,1
25,22,4,1,0
25,24,4,2,0
24,23,2,2,0
24,26,2,4,0
24,27,2,2,0
24,26,2,2,0
24,24,2,2,0
24,26,2,2,0
24,25,2,6,0
24,27,2,4,1
24,27,2,2,0
24,28,2,2,0
24,32,2,2,0
24,28,2,3,0
24,23,2,2,0
24,26,2,2,0
24,24,2,4,0
24,28,2,2,0
24,42,2,2,0
24,30,2,3,0
24,31,2,2,0
24,29,2,4,0
27,23,2,2,0
27,26,2,4,1
27,27,2,2,0
27,26,2,2,1
27,24,2,2,0
27,26,2,2,0
27,25,2,6,0
27,27,2,4,0
27,27,2,2,0
27,28,2,2,0
27,32,2,2,0
27,28,2,3,1
27,23,2,2,0
27,26,2,2,0
27,24,2,4,0
27,28,2,2,1
27,42,2,2,0
27,30,2,3,0
27,31,2,2,0
27,29,2,4,1
25,23,4,2,1
25,26,4,4,0
25,27,4,2,0
25,26,4,2,0
25,24,4,2,0
25,26,4,2,1
25,25,4,6,0
25,27,4,4,0
25,27,4,2,0
25,28,4,2,0
25,32,4,2,0
25,28,4,3,0
25,23,4,2,0
25,26,4,2,0
25,24,4,4,0
25,28,4,2,0
25,42,4,2,0
25,30,4,3,0
25,31,4,2,0
25,29,4,4,0
24,23,6,2,0
24,26,6,4,0
24,27,6,2,0
24,26,6,2,1
24,24,6,2,0
24,26,6,2,0
24,25,6,6,0
24,27,6,4,0
24,27,6,2,0
24,28,6,2,0
24,32,6,2,0
24,28,6,3,0
24,23,6,2,0
24,26,6,2,0
24,24,6,4,0
24,28,6,2,0
24,42,6,2,0
24,30,6,3,1
24,31,6,2,1
24,29,6,4,0
23,23,4,2,0
23,26,4,4,0
23,27,4,2,0
23,26,4,2,0
23,24,4,2,0
23,26,4,2,0
23,25,4,6,0
23,27,4,4,0
23,27,4,2,0
23,28,4,2,0
23,32,4,2,0
23,28,4,3,0
23,23,4,2,0
23,26,4,2,0
23,24,4,4,0
23,28,4,2,0
23,42,4,2,0
23,30,4,3,0
23,31,4,2,0
23,29,4,4,0
30,23,2,2,0
30,26,2,4,1
30,27,2,2,0
30,26,2,2,1
30,24,2,2,0
30,26,2,2,1
30,25,2,6,0
30,27,2,4,1
30,27,2,2,0
30,28,2,2,0
30,32,2,2,0
30,28,2,3,0
30,23,2,2,1
30,26,2,2,0
30,24,2,4,0
30,28,2,2,0
30,42,2,2,0
30,30,2,3,0
30,31,2,2,0
30,29,2,4,0
25,23,2,2,0
25,26,2,4,0
25,27,2,2,0
25,26,2,2,1
25,24,2,2,0
25,26,2,2,0
25,25,2,6,0
25,27,2,4,0
25,27,2,2,0
25,28,2,2,0
25,32,2,2,1
25,28,2,3,0
25,23,2,2,0
25,26,2,2,0
25,24,2,4,0
25,28,2,2,1
25,42,2,2,0
25,30,2,3,0
25,31,2,2,0
25,29,2,4,0
25,23,2,2,0
25,26,2,4,0
25,27,2,2,0
25,26,2,2,0
25,24,2,2,0
25,26,2,2,0
25,25,2,6,0
25,27,2,4,0
25,27,2,2,0
25,28,2,2,0
25,32,2,2,0
25,28,2,3,0
25,23,2,2,0
25,26,2,2,0
25,24,2,4,0
25,28,2,2,0
25,42,2,2,1
25,30,2,3,0
25,31,2,2,0
25,29,2,4,0
22,23,2,2,0
22,26,2,4,0
22,27,2,2,0
22,26,2,2,1
22,24,2,2,0
22,26,2,2,0
22,25,2,6,0
22,27,2,4,0
22,27,2,2,0
22,28,2,2,0
22,32,2,2,0
22,28,2,3,0
22,23,2,2,0
22,26,2,2,0
22,24,2,4,0
22,28,2,2,0
22,42,2,2,0
22,30,2,3,0
22,31,2,2,0
22,29,2,4,1
22,23,2,2,0
22,26,2,4,0
22,27,2,2,0
22,26,2,2,0
22,24,2,2,0
22,26,2,2,0
22,25,2,6,0
22,27,2,4,0
22,27,2,2,0
22,28,2,2,0
22,32,2,2,0
22,28,2,3,0
22,23,2,2,0
22,26,2,2,0
22,24,2,4,0
22,28,2,2,0
22,42,2,2,0
22,30,2,3,0
22,31,2,2,0
22,29,2,4,0
26,23,2,2,0
